url,price,location,attributes
https://ly.opensooq.com/en/search/275028831,"3,000,000 LYD","https://www.google.com/maps/search/?api=1&query=32.859253,13.298924&zoom=15","{'City': 'Tripoli', 'Neighborhood': 'Ain Zara', 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': 'More Than 6 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '1500 meter square', 'Land Area': '1000 meter square', 'Number of Floors': '3 Floors', 'Building Age': '1 - 5 years', 'Facade': 'Southwest', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Reference ID': '145', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/274675183,"1,900,000 LYD","https://www.google.com/maps/search/?api=1&query=32.877262,13.278005&zoom=15","{'City': 'Tripoli', 'Neighborhood': ""Souq Al-Juma'a"", 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': 'More Than 6 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '550 meter square', 'Land Area': '260 meter square', 'Number of Floors': '3 Floors', 'Building Age': '0 - 11 months', 'Facade': 'Western', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Reference ID': '22221', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/274269947,"1,200,000 LYD","https://www.google.com/maps/search/?api=1&query=32.883381,13.281882&zoom=15","{'City': 'Tripoli', 'Neighborhood': ""Souq Al-Juma'a"", 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': '4 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '200 meter square', 'Land Area': '280 meter square', 'Number of Floors': '2 Floors', 'Building Age': '1 - 5 years', 'Facade': 'Northern', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Reference ID': '124', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/274822637,"800,000 LYD","https://www.google.com/maps/search/?api=1&query=32.878452,13.300676&zoom=15","{'City': 'Tripoli', 'Neighborhood': ""Souq Al-Juma'a"", 'Bedrooms': '5 Bedrooms', 'Bathrooms': '2 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '300 meter square', 'Land Area': '200 meter square', 'Number of Floors': '2 Floors', 'Building Age': '1 - 5 years', 'Facade': 'Western', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Reference ID': '11223', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/271168557,"1,300,000 LYD","https://www.google.com/maps/search/?api=1&query=32.818401,13.300449&zoom=15","{'City': 'Tripoli', 'Neighborhood': 'Ain Zara', 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': 'More Than 6 Bathrooms', 'Furnished?': 'Furnished', 'Surface Area': '450 meter square', 'Land Area': '500 meter square', 'Number of Floors': '2 Floors', 'Building Age': '6 - 9 years', 'Facade': 'Southern', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Villas for Sale'}"
https://ly.opensooq.com/en/search/268170089,"1,600,000 LYD","https://www.google.com/maps/search/?api=1&query=32.874424,13.277641&zoom=15","{'City': 'Tripoli', 'Neighborhood': ""Souq Al-Juma'a"", 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': 'More Than 6 Bathrooms', 'Furnished?': 'Semi Furnished', 'Surface Area': '500 meter square', 'Land Area': '360 meter square', 'Number of Floors': '2 Floors', 'Building Age': '6 - 9 years', 'Facade': 'Northern', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Reference ID': '0000004', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/274675487,"1,750,000 LYD","https://www.google.com/maps/search/?api=1&query=32.889709,13.261527&zoom=15","{'City': 'Tripoli', 'Neighborhood': ""Souq Al-Juma'a"", 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': 'More Than 6 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '400 meter square', 'Land Area': '250 meter square', 'Number of Floors': '2 Floors', 'Building Age': '0 - 11 months', 'Facade': 'Southern', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Reference ID': '312', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/274873061,"200,000 LYD",N/A,"{'City': 'Zliten', 'Neighborhood': 'Other', 'Bedrooms': 'Studio', 'Bathrooms': 'One Bathroom', 'Furnished?': 'Unfurnished', 'Surface Area': '80 meter square', 'Building Age': '0 - 11 months', 'Facade': 'Northeast', 'Property Mortgaged?': 'No', 'Lister Type': 'Landlord', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Farms & Chalets for Sale'}"
https://ly.opensooq.com/en/search/274870591,"290,000 LYD","https://www.google.com/maps/search/?api=1&query=32.763028,12.736496&zoom=15","{'City': 'Zawiya', 'Neighborhood': 'Other', 'Bedrooms': '3 Bedrooms', 'Bathrooms': '2 Bathrooms', 'Furnished?': 'Furnished', 'Surface Area': '150 meter square', 'Floor': 'Ground Floor', 'Building Age': '1 - 5 years', 'Facade': 'Northeast', 'Property Mortgaged?': 'No', 'Lister Type': 'Landlord', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Apartments for Sale'}"
https://ly.opensooq.com/en/search/274317951,"650,000 LYD","https://www.google.com/maps/search/?api=1&query=32.805893,13.319472&zoom=15","{'City': 'Tripoli', 'Neighborhood': 'Ain Zara', 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': '5 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '310 meter square', 'Land Area': '180 meter square', 'Number of Floors': '2 Floors', 'Building Age': 'Under Construction', 'Main Amenities': 'Maid Room', 'Facade': 'Northeast', 'Property Mortgaged?': 'No', 'Lister Type': 'Landlord', 'Payment Method': 'Cash', 'Reference ID': '62185', 'Category': 'Property For Sale', 'Subcategory': 'Villas for Sale'}"
https://ly.opensooq.com/en/search/274150233,"675,000 LYD","https://www.google.com/maps/search/?api=1&query=31.997295,19.9704&zoom=15","{'City': 'Benghazi', 'Neighborhood': 'Qanfooda', 'Surface Area': '150 meter square', 'Land Area': '400 meter square', 'Number of Floors': '1 Floor', 'Building Age': '0 - 11 months', 'Facade': 'Southwest', 'Property Status': 'Complete', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Whole Building for Sale'}"
https://ly.opensooq.com/en/search/274033387,"725,000 LYD","https://www.google.com/maps/search/?api=1&query=32.837627,13.312297&zoom=15","{'City': 'Tripoli', 'Neighborhood': 'Tareeq Al-Mashtal', 'Bedrooms': '3 Bedrooms', 'Bathrooms': '3 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '260 meter square', 'Land Area': '300 meter square', 'Number of Floors': '1 Floor', 'Building Age': 'Under Construction', 'Facade': 'Eastern', 'Property Mortgaged?': 'No', 'Lister Type': 'Landlord', 'Payment Method': 'Cash', 'Reference ID': '274033387', 'Category': 'Property For Sale', 'Subcategory': 'Villas for Sale'}"
https://ly.opensooq.com/en/search/275080589,"900,000 LYD","https://www.google.com/maps/search/?api=1&query=32.854565,13.299747&zoom=15","{'City': 'Tripoli', 'Neighborhood': 'Tareeq Al-Mashtal', 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': 'More Than 6 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '430 meter square', 'Land Area': '250 meter square', 'Number of Floors': '2 Floors', 'Building Age': 'Under Construction', 'Facade': 'Southwest', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Villas for Sale'}"
https://ly.opensooq.com/en/search/275080495,"2,000,000 LYD","https://www.google.com/maps/search/?api=1&query=32.032207,20.103458&zoom=15","{'City': 'Benghazi', 'Neighborhood': 'Al Hawary', 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': 'More Than 6 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '320 meter square', 'Land Area': '2000 meter square', 'Number of Floors': '1 Floor', 'Building Age': '1 - 5 years', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Villas for Sale'}"
https://ly.opensooq.com/en/search/275080097,"650,000 LYD","https://www.google.com/maps/search/?api=1&query=32.730728,13.157012&zoom=15","{'City': 'Tripoli', 'Neighborhood': 'Abu Saleem', 'Bedrooms': '4 Bedrooms', 'Bathrooms': '4 Bathrooms', 'Furnished?': 'Semi Furnished', 'Surface Area': '130 meter square', 'Land Area': '140 meter square', 'Number of Floors': '2 Floors', 'Building Age': '1 - 5 years', 'Main Amenities': 'Installed Kitchen', 'Facade': 'Southern', 'Property Mortgaged?': 'No', 'Lister Type': 'Landlord', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/275080079,"400,000 LYD",N/A,"{'City': 'Tripoli', 'Neighborhood': 'Al-Hadba Al-Khadra', 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': '2 Bathrooms', 'Furnished?': 'Semi Furnished', 'Surface Area': '132 meter square', 'Land Area': '132 meter square', 'Number of Floors': '2 Floors', 'Building Age': '20+ years', 'Main Amenities': 'Air Conditioning', 'Additional Amenities': 'Garage Parking', 'Nearby': 'Mosque', 'Facade': 'Southern', 'Property Mortgaged?': 'No', 'Lister Type': 'Landlord', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/275079891,"3,000,000 LYD","https://www.google.com/maps/search/?api=1&query=32.79206,13.063791&zoom=15","{'City': 'Tripoli', 'Neighborhood': 'Al-Serraj', 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': 'More Than 6 Bathrooms', 'Furnished?': 'Semi Furnished', 'Surface Area': '300 meter square', 'Land Area': '500 meter square', 'Number of Floors': '2 Floors', 'Building Age': '10 - 19 years', 'Main Amenities': 'Air Conditioning', 'Additional Amenities': 'Garage Parking', 'Nearby': 'School', 'Facade': 'Western', 'Property Mortgaged?': 'No', 'Lister Type': 'Landlord', 'Payment Method': 'Cash', 'Reference ID': '', 'Category': 'Property For Sale', 'Subcategory': 'Villas for Sale'}"
https://ly.opensooq.com/en/search/275079711,"430,000 LYD",N/A,"{'City': 'Tripoli', 'Neighborhood': 'Bin Ashour', 'Bedrooms': '2 Bedrooms', 'Bathrooms': 'One Bathroom', 'Furnished?': 'Unfurnished', 'Surface Area': '1 meter square', 'Floor': 'Ground Floor', 'Building Age': '0 - 11 months', 'Main Amenities': 'Air Conditioning', 'Additional Amenities': 'Garden', 'Nearby': 'Mosque', 'Facade': 'Southern', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Reference ID': '1', 'Category': 'Property For Sale', 'Subcategory': 'Apartments for Sale'}"
https://ly.opensooq.com/en/search/275079579,"700,000 LYD",N/A,"{'City': 'Tripoli', 'Neighborhood': 'Fashloum', 'Bedrooms': '5 Bedrooms', 'Bathrooms': '3 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '1 meter square', 'Floor': 'Third Floor', 'Building Age': '0 - 11 months', 'Main Amenities': 'Air Conditioning', 'Nearby': 'Mosque', 'Facade': 'Southern', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Reference ID': '1', 'Category': 'Property For Sale', 'Subcategory': 'Apartments for Sale'}"
https://ly.opensooq.com/en/search/275079343,"600,000 LYD","https://www.google.com/maps/search/?api=1&query=32.827942,13.381835&zoom=15","{'City': 'Tripoli', 'Neighborhood': 'Tajura', 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': '4 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '230 meter square', 'Land Area': '2500 meter square', 'Number of Floors': '1 Floor', 'Building Age': '6 - 9 years', 'Property Mortgaged?': 'No', 'Lister Type': 'Agent', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/275078291,"777,770 LYD","https://www.google.com/maps/search/?api=1&query=32.77301,13.222767&zoom=15","{'City': 'Tripoli', 'Neighborhood': 'Khallet Alforjan', 'Bedrooms': '5 Bedrooms', 'Bathrooms': '2 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '200 meter square', 'Land Area': '702 meter square', 'Number of Floors': '1 Floor', 'Building Age': '10 - 19 years', 'Facade': 'Northern', 'Property Mortgaged?': 'No', 'Lister Type': 'Landlord', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/275078099,"1,000,000 LYD","https://www.google.com/maps/search/?api=1&query=31.936954,20.137913&zoom=15","{'City': 'Benghazi', 'Neighborhood': 'Al Hawary', 'Bedrooms': '4 Bedrooms', 'Bathrooms': '3 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '285 meter square', 'Land Area': '2000 meter square', 'Number of Floors': '1 Floor', 'Building Age': 'Under Construction', 'Additional Amenities': 'Storage', 'Nearby': 'Mosque', 'Facade': 'Eastern', 'Property Mortgaged?': 'No', 'Lister Type': 'Landlord', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Homes for Sale'}"
https://ly.opensooq.com/en/search/275077815,"20,000 LYD","https://www.google.com/maps/search/?api=1&query=32.959438,13.190663&zoom=15","{'City': 'Tripoli', 'Neighborhood': 'Al-Serraj', 'Bedrooms': 'More Than 6 Bedrooms', 'Bathrooms': 'More Than 6 Bathrooms', 'Furnished?': 'Unfurnished', 'Surface Area': '400 meter square', 'Land Area': '270 meter square', 'Number of Floors': '2 Floors', 'Building Age': '0 - 11 months', 'Facade': 'Southeast', 'Property Mortgaged?': 'No', 'Lister Type': 'Landlord', 'Payment Method': 'Cash', 'Category': 'Property For Sale', 'Subcategory': 'Villas for Sale'}"
