price,city,neighbourhood,bedrooms,bathrooms,surface_area,subcategory,latitude,longitude,furnished?,property_mortgaged?,lister_type,facade,price_per_meter_square
200000.0,tripoli,Al Sarraj,3.0,2.0,200.0,Apartment,32.798492,13.230354,False,False,Landlord,Northeast,1000.0
250000.0,tripoli,Al Dahra,4.0,3.0,240.0,Apartment,32.812773,13.354543,False,False,Agent,Northeast,1041.6666666666667
445000.0,tripoli,Haiti,3.0,1.0,130.0,Apartment,32.893192,13.37231,False,False,Agent,Northeast,3423.076923076923
1500000.0,tripoli,Abu Saleem,4.0,2.0,185.0,Apartment,32.78627,13.317599,False,False,Landlord,Northeast,8108.108108108108
380000.0,tripoli,Khallet Al Furjan,4.0,2.0,170.0,Apartment,32.772789,13.319463,False,False,Landlord,Northeast,2235.294117647059
450000.0,tripoli,Khallet Al Furjan,3.0,2.0,130.0,Apartment,31.646055,12.812219,False,False,Landlord,Northeast,3461.538461538461
750000.0,tripoli,Al Sarraj,3.0,2.0,130.0,Apartment,32.92083,13.382512,False,False,Landlord,Northeast,5769.2307692307695
350000.0,tripoli,Hay Al Islami,3.0,2.0,130.0,Apartment,32.807171,13.230281,False,False,Landlord,Northeast,2692.3076923076924
850000.0,tripoli,Tareeq Al Mashtal,3.0,1.0,200.0,Apartment,32.8936,13.204016,False,False,Agent,Northeast,4250.0
850000.0,tripoli,Souq Al Juma,4.0,3.0,175.0,Apartment,32.716644,14.066805,False,False,Landlord,Northeast,4857.142857142857
500000.0,tripoli,Tajoura,2.0,2.0,150.0,Apartment,32.871208,13.146643,False,False,Landlord,Northeast,3333.333333333333
250000.0,tripoli,Souq Al Juma,7.0,5.0,240.0,Apartment,32.821906,13.076027,False,False,Agent,Northeast,1041.6666666666667
165000.0,tripoli,Shawqy,3.0,1.0,110.0,Apartment,32.260799,13.035595,False,False,Landlord,Northeast,1500.0
800000.0,tripoli,Ain Zara,3.0,2.0,135.0,Apartment,32.715256,13.200773,False,False,Landlord,Northeast,5925.925925925926
1300000.0,tripoli,Bin Ashour,5.0,4.0,265.0,Apartment,32.745045,13.205864,False,False,Agent,Northeast,4905.66037735849
500000.0,tripoli,That Al Emad,5.0,2.0,200.0,Apartment,32.816667,13.266667,False,False,Agent,Northeast,2500.0
850000.0,tripoli,Khalatat,3.0,2.0,130.0,Apartment,32.874873,13.254805,False,False,Agent,Northeast,6538.461538461538
600000.0,tripoli,Al Dahra,7.0,2.0,325.0,Apartment,32.476025,13.104769,False,False,Landlord,Northeast,1846.1538461538464
1300000.0,tripoli,Al Dahra,3.0,2.0,159.0,Apartment,32.827942,13.381835,False,False,Agent,Northeast,8176.100628930818
450000.0,tripoli,Bin Ashour,3.0,2.0,160.0,Apartment,32.880986,13.184869,False,False,Agent,Northeast,2812.5
460000.0,tripoli,Khalatat,4.0,2.0,180.0,Apartment,32.703148,13.147227,False,False,Agent,Northeast,2555.555555555556
475000.0,tripoli,Al Sabaa,4.0,3.0,185.0,Apartment,32.871126,13.312342,False,False,Agent,Northeast,2567.5675675675675
165000.0,tripoli,Al Sarraj,4.0,2.0,180.0,Apartment,32.212963,15.103509,False,False,Agent,Northeast,916.6666666666666
450000.0,tripoli,Shawqy,3.0,1.0,120.0,Apartment,32.850079,13.127531,False,False,Landlord,Northeast,3750.0
650000.0,tripoli,Al Hadabatool,4.0,2.0,120.0,Apartment,32.84544,13.255397,False,False,Agent,Northeast,5416.666666666667
250000.0,tripoli,Tajoura,3.0,2.0,160.0,Apartment,32.827942,13.381835,False,False,Agent,Northeast,1562.5
185000.0,tripoli,Al Nofleen,4.0,2.0,300.0,Apartment,32.244247,15.083514,False,False,Landlord,Northeast,616.6666666666666
180000.0,tripoli,Al Baiesh,3.0,2.0,128.0,Apartment,32.862607,13.160074,False,False,Landlord,Northeast,1406.25
225000.0,tripoli,Hay Demsheq,3.0,3.0,225.0,Apartment,32.847977,13.325716,False,False,Landlord,Northeast,1000.0
530000.0,tripoli,Abu Saleem,3.0,2.0,120.0,Apartment,32.651428,13.049058,False,False,Landlord,Northeast,4416.666666666667
400000.0,tripoli,Al Dahra,3.0,2.0,156.0,Apartment,32.936085,13.055413,False,False,Agent,Northeast,2564.102564102564
685000.0,tripoli,Tajoura,4.0,3.0,150.0,Apartment,32.782093,13.331066,False,False,Landlord,Northeast,4566.666666666667
500000.0,tripoli,Al Dahra,3.0,1.0,120.0,Apartment,32.036857,12.867013,False,False,Landlord,Northeast,4166.666666666667
535000.0,tripoli,Janzour,4.0,2.0,200.0,Apartment,32.788345,13.12427,False,False,Landlord,Northeast,2675.0
460000.0,tripoli,Janzour,2.0,2.0,120.0,Apartment,32.863687,13.20844,False,False,Landlord,Northeast,3833.3333333333335
260000.0,tripoli,Mizran,2.0,1.0,120.0,Apartment,32.809658,13.059718,False,False,Landlord,Northeast,2166.6666666666665
360000.0,Benghazi,Al Sayeda Aesha,3.0,3.0,200.0,Apartment,32.859199,13.129345,False,False,Agent,Northern,1800.0
999999.0,Benghazi,Qar Yunis,3.0,2.0,1000.0,Apartment,31.995335,20.077093,False,False,Landlord,Northern,999.999
820000.0,Benghazi,Qar Yunis,3.0,2.0,120.0,Apartment,32.78396,13.309824,False,False,Landlord,Northern,6833.333333333333
600000.0,Benghazi,Al Salam,3.0,2.0,145.0,Apartment,32.072927,20.086179,False,False,Landlord,Northern,4137.931034482759
320000.0,Benghazi,Masr,1.0,1.0,90.0,Apartment,32.613051,13.292517,False,False,Landlord,Northern,3555.555555555556
300000.0,Benghazi,Venice,3.0,2.0,155.0,Apartment,32.821906,13.076027,False,False,Agent,Northern,1935.483870967742
1500000.0,Benghazi,Al Sayeda Aesha,3.0,2.0,175.0,Apartment,32.079927,20.049383,False,False,Landlord,Northern,8571.42857142857
190000.0,Benghazi,Keesh,2.0,2.0,160.0,Apartment,32.863796,13.200478,False,False,Landlord,Northern,1187.5
450000.0,Benghazi,Al Hadaiq,3.0,3.0,180.0,Apartment,32.096909,20.099829,False,False,Landlord,Northern,2500.0
550000.0,Marj,Other,3.0,2.0,215.0,Apartment,32.516372,13.009701,False,False,Landlord,Northern,2558.139534883721
250000.0,Murqub,Other,2.0,2.0,96.0,Apartment,32.820766,13.441282,False,False,Landlord,Northern,2604.1666666666665
1300000.0,al khoms,Other,3.0,2.0,250.0,Apartment,32.926159,13.097222,False,False,Agent,Northern,5200.0
1000000.0,misratah,Tripoli,4.0,2.0,150.0,Apartment,32.774321,13.376466,False,False,Agent,Northern,6666.666666666667
980000.0,misratah,Other,2.0,1.0,250.0,Apartment,32.854706,13.187854,False,False,Landlord,Northern,3920.0
600000.0,tripoli,Airport Road,2.0,2.0,165.0,Apartment,32.83853,13.150776,False,False,Landlord,Northern,3636.363636363637
575000.0,tripoli,Al Mansoura,5.0,1.0,170.0,Apartment,32.836273,13.487006,False,False,Agent,Northern,3382.3529411764707
390000.0,tripoli,Bin Ashour,4.0,3.0,270.0,Apartment,32.815384,13.305619,False,False,Agent,Northern,1444.4444444444443
252000.0,tripoli,Al Hashan,4.0,3.0,220.0,Apartment,32.827942,13.381835,False,False,Agent,Northern,1145.4545454545455
300000.0,tripoli,Al Jamahirriyah,1.0,1.0,120.0,Apartment,32.215121,15.088291,False,False,Landlord,Northern,2500.0
500000.0,tripoli,Khalatat,2.0,1.0,135.0,Apartment,32.799776,13.208564,False,False,Landlord,Northern,3703.703703703704
650000.0,tripoli,Al Jadadaa,3.0,2.0,138.0,Apartment,32.868942,13.192061,False,False,Landlord,Northern,4710.144927536232
350000.0,tripoli,Tajoura,2.0,1.0,100.0,Apartment,32.774787,13.282358,False,False,Landlord,Northern,3500.0
400000.0,tripoli,Airport Road,7.0,3.0,220.0,Apartment,32.733391,13.012979,False,False,Landlord,Northern,1818.1818181818185
425000.0,tripoli,Tajoura,4.0,2.0,185.0,Apartment,32.804757,13.083527,False,False,Agent,Northern,2297.297297297297
195000.0,tripoli,Al Ghasi,1.0,1.0,100.0,Apartment,32.666254,13.26022,False,False,Agent,Northern,1950.0
999999.0,tripoli,Al Sarraj,3.0,2.0,165.0,Apartment,32.788971,13.353794,False,False,Landlord,Northern,6060.6
430000.0,tripoli,Al Sarraj,4.0,3.0,200.0,Apartment,32.710152,13.17502,False,False,Agent,Northern,2150.0
300000.0,tripoli,Khalatat,3.0,1.0,100.0,Apartment,32.806057,13.272032,False,False,Landlord,Northern,3000.0
999999.0,tripoli,Salah Al Din,3.0,2.0,140.0,Apartment,32.850105,13.303934,False,False,Landlord,Northern,7142.85
550000.0,tripoli,Abu Saleem,2.0,2.0,130.0,Apartment,32.813774,13.321369,False,False,Agent,Northern,4230.769230769231
850000.0,tripoli,Al Sarraj,3.0,3.0,162.0,Apartment,32.054704,20.119411,False,False,Landlord,Northern,5246.913580246914
320000.0,tripoli,Al Sidra,2.0,1.0,130.0,Apartment,32.812263,13.059187,False,False,Agent,Northern,2461.538461538461
725000.0,tripoli,Tajoura,2.0,2.0,135.0,Apartment,32.861355,13.330465,False,False,Landlord,Northern,5370.37037037037
285000.0,tripoli,Souq Al Juma,4.0,2.0,220.0,Apartment,32.806892,13.474351,False,False,Agent,Northern,1295.4545454545455
310000.0,tripoli,Al Dahra,3.0,1.0,100.0,Apartment,32.783329,13.263978,False,False,Agent,Northern,3100.0
800000.0,tripoli,Hay Al Islami,4.0,2.0,125.0,Apartment,32.881969,13.356048,False,False,Landlord,Northern,6400.0
695000.0,tripoli,Ain Zara,4.0,3.0,180.0,Apartment,32.482415,13.377253,False,False,Agent,Northern,3861.1111111111113
700000.0,tripoli,That Al Emad,3.0,1.0,140.0,Apartment,32.783245,13.367493,False,False,Landlord,Northern,5000.0
360000.0,tripoli,Qasr Bin Ghashir,3.0,3.0,190.0,Apartment,32.849102,13.148837,False,False,Agent,Northern,1894.7368421052631
150000.0,tripoli,Hay Al Islami,3.0,1.0,170.0,Apartment,32.001688,20.111762,False,False,Landlord,Northern,882.3529411764706
510000.0,tripoli,Al Dahra,4.0,2.0,145.0,Apartment,32.785168,13.288426,False,False,Landlord,Northern,3517.2413793103447
770000.0,tripoli,Khalatat,3.0,2.0,130.0,Apartment,32.009987,20.038364,False,False,Landlord,Northern,5923.076923076923
270000.0,tripoli,Al Dahra,4.0,2.0,155.0,Apartment,32.841558,13.078059,False,False,Agent,Northern,1741.9354838709678
919555.0,tripoli,Salah Al Din,4.0,3.0,165.0,Apartment,32.83297,13.23951,False,False,Landlord,Northern,5573.060606060606
550000.0,tripoli,Bin Ashour,4.0,2.0,190.0,Apartment,32.874184,13.181682,False,False,Agent,Northern,2894.736842105264
325000.0,tripoli,Al Sarraj,3.0,3.0,150.0,Apartment,32.052788,20.057133,False,False,Agent,Northern,2166.6666666666665
550000.0,tripoli,Shawqy,4.0,2.0,175.0,Apartment,32.782207,13.264551,False,False,Agent,Northern,3142.8571428571427
320000.0,tripoli,Al Sidra,3.0,2.0,135.0,Apartment,32.837677,13.290431,False,False,Landlord,Northern,2370.3703703703704
999999.0,tripoli,Al Dahra,5.0,3.0,235.0,Apartment,32.889435,13.270832,False,False,Agent,Northern,4255.314893617021
270000.0,tripoli,Qasr Bin Ghashir,2.0,2.0,150.0,Apartment,32.705284,12.982896,False,False,Landlord,Northern,1800.0
610000.0,tripoli,Al Nofleen,5.0,3.0,230.0,Apartment,32.785936,13.01605,False,False,Landlord,Northern,2652.1739130434785
750000.0,tripoli,Al Nasr,3.0,2.0,180.0,Apartment,32.131332,20.126528,False,False,Agent,Northern,4166.666666666667
250000.0,tripoli,Airport Road,3.0,2.0,140.0,Apartment,32.836929,13.107994,False,False,Agent,Northern,1785.7142857142858
245000.0,tripoli,Tajoura,4.0,2.0,150.0,Apartment,32.749302,13.281001,False,False,Landlord,Northern,1633.3333333333333
210000.0,tripoli,Abu Saleem,3.0,1.0,95.0,Apartment,32.099801,20.086462,False,False,Landlord,Northern,2210.5263157894738
300000.0,tripoli,Edraibi,3.0,2.0,150.0,Apartment,32.744488,13.215256,False,False,Landlord,Northern,2000.0
650000.0,tripoli,Tajoura,3.0,2.0,200.0,Apartment,32.611145,12.617845,False,False,Landlord,Northern,3250.0
215000.0,tripoli,Al Sarraj,2.0,2.0,125.0,Apartment,32.816395,13.122108,False,False,Landlord,Northern,1720.0
200000.0,tripoli,Al Maqrif,3.0,1.0,150.0,Apartment,32.807269,13.096606,False,False,Agent,Northern,1333.3333333333333
450000.0,tripoli,Ghut Shaal,1.0,1.0,80.0,Apartment,32.725006,13.137152,False,False,Landlord,Northern,5625.0
150000.0,tripoli,Al Sidra,3.0,2.0,125.0,Apartment,32.770927,13.436521,False,False,Landlord,Northern,1200.0
770000.0,tripoli,Edraibi,3.0,1.0,130.0,Apartment,32.100819,20.129892,False,False,Landlord,Northern,5923.076923076923
650000.0,tripoli,Al Dahra,4.0,2.0,130.0,Apartment,32.854457,13.154242,False,False,Landlord,Northern,5000.0
950000.0,tripoli,Souq Al Juma,4.0,2.0,500.0,Apartment,32.682968,13.294949,False,False,Landlord,Northern,1900.0
650000.0,tripoli,Bin Ashour,3.0,1.0,145.0,Apartment,32.826041,13.078516,False,False,Agent,Northern,4482.758620689655
345000.0,tripoli,Al Dahra,4.0,3.0,240.0,Apartment,32.858232,13.202894,False,False,Agent,Northern,1437.5
465000.0,tripoli,Al Sarraj,4.0,2.0,270.0,Apartment,32.769914,13.259363,False,False,Landlord,Northern,1722.2222222222222
1250000.0,tripoli,Al Sidra,4.0,2.0,180.0,Apartment,32.88138,13.219862,False,False,Agent,Northern,6944.444444444444
1650000.0,tripoli,Al Shok,4.0,3.0,220.0,Apartment,32.802029,13.298019,False,False,Landlord,Northern,7500.0
750000.0,tripoli,Al Sarraj,4.0,2.0,180.0,Apartment,32.778717,13.361871,False,False,Agent,Northern,4166.666666666667
180000.0,tripoli,Al Najila,3.0,2.0,160.0,Apartment,32.109722,20.108446,False,False,Agent,Northern,1125.0
550000.0,tripoli,Al Dahra,3.0,1.0,130.0,Apartment,32.803429,13.07442,False,False,Agent,Northern,4230.769230769231
350000.0,tripoli,Tajoura,3.0,2.0,145.0,Apartment,32.815248,13.080964,False,False,Landlord,Northern,2413.793103448276
600000.0,tripoli,Airport Road,2.0,2.0,140.0,Apartment,32.828125,13.360147,False,False,Landlord,Northern,4285.714285714285
425000.0,tripoli,Tajoura,2.0,2.0,110.0,Apartment,32.86314,13.223122,False,False,Landlord,Northern,3863.636363636364
310000.0,tripoli,Bab Al Azizia,4.0,2.0,160.0,Apartment,32.820667,13.064854,False,False,Landlord,Northern,1937.5
270000.0,tripoli,Al Sidra,4.0,2.0,170.0,Apartment,32.80644,13.306647,False,False,Landlord,Northern,1588.235294117647
280000.0,tripoli,Hai Al Andalous,3.0,2.0,200.0,Apartment,32.786069,13.099653,False,False,Agent,Northern,1400.0
1150000.0,tripoli,Al Dahra,3.0,2.0,150.0,Apartment,32.815388,13.0528,False,False,Agent,Northern,7666.666666666667
500000.0,Benghazi,Sidi Younis,3.0,1.0,110.0,Apartment,32.776279,13.387921,False,False,Agent,Northwest,4545.454545454545
350000.0,Benghazi,Shabna,3.0,2.0,140.0,Apartment,32.752134,13.284008,False,False,Agent,Northwest,2500.0
400000.0,Benghazi,Downtown,3.0,2.0,150.0,Apartment,32.761103,13.211379,False,False,Agent,Northwest,2666.6666666666665
255000.0,Benghazi,Al Nahr,3.0,3.0,240.0,Apartment,32.824344,13.111371,False,False,Agent,Northwest,1062.5
