price,location,city,neighborhood,bedrooms,bathrooms,furnished?,surface_area,land_area,building_age,facade,property_mortgaged?,lister_type,payment_method,category,subcategory,reference_id,main_amenities,nearby,additional_amenities,property_status
580000.0,"https://www.google.com/maps/search/?api=1&query=32.741593,13.403837&zoom=15",Tripoli,Tajura,4,3,False,160.0,500.0,1.0,Eastern,False,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,Private Pool,,,
975000.0,"https://www.google.com/maps/search/?api=1&query=32.803745,13.041971&zoom=15",Tripoli,Al-Serraj,7,5,False,390.0,165.0,,Eastern,False,Agent,Cash,Property For Sale,Villas for Sale,,,,,
850000.0,"https://www.google.com/maps/search/?api=1&query=32.84034,13.125591&zoom=15",Tripoli,Edraibi,7,2,False,142.0,132.0,6.0,Western,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,Storage,
11111110.0,"https://www.google.com/maps/search/?api=1&query=32.866671,13.2176&zoom=15",Tripoli,Old Soar Road,4,1,False,110.0,110.0,20.0,Southeast,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
600000.0,,Tripoli,Souq Al-Juma'a,3,2,False,153.0,153.0,,,False,Agent,Cash,Property For Sale,Homes for Sale,0927014874,,,,
350000.0,"https://www.google.com/maps/search/?api=1&query=32.792728,13.230059&zoom=15",Misrata,Tripoli St,3,2,False,320.0,320.0,0.0,Northern,False,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,Complete
3500000.0,,Benghazi,Bu Hadi,3,3,True,180.0,800.0,,Western,False,Agent,Cash,Property For Sale,Homes for Sale,0,,,,
650000.0,"https://www.google.com/maps/search/?api=1&query=32.842282,13.171151&zoom=15",Tripoli,Al-Jabs,7,5,False,400.0,330.0,,,False,Landlord,Cash,Property For Sale,Villas for Sale,,,,,
1200000.0,,Tripoli,Al-Jabs,7,5,False,170.0,330.0,0.0,,False,Landlord,Cash,Property For Sale,Villas for Sale,,Laundry Room,,,
925000.0,"https://www.google.com/maps/search/?api=1&query=32.843338,13.14047&zoom=15",Tripoli,Souq Al-Juma'a,4,2,True,2434.0,2434.0,10.0,Western,False,Agent,Cash,Property For Sale,Homes for Sale,,,Parking,,
920000.0,"https://www.google.com/maps/search/?api=1&query=32.801823,13.11816&zoom=15",Tripoli,Al-Bivio,4,3,True,240.0,1000.0,6.0,Southeast,False,Landlord,Cash,Property For Sale,Homes for Sale,,Air Conditioning,Mosque,Garden,
5836.0,"https://www.google.com/maps/search/?api=1&query=32.874874,13.254805&zoom=15",Tripoli,Khallet Alforjan,2,1,False,100.0,1100.0,10.0,,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
950000.0,,Tripoli,Bin Ashour,7,4,True,180.0,250.0,6.0,Eastern,False,Agent,Cash,Property For Sale,Villas for Sale,,,,,
3500000.0,"https://www.google.com/maps/search/?api=1&query=32.880123,13.207019&zoom=15",Tripoli,Ain Zara,4,3,False,300.0,500.0,6.0,Northeast,False,Agent,Cash,Property For Sale,Villas for Sale,,,,,
300000.0,,Tripoli,Al-Serraj,5,5,False,340.0,165.0,,Eastern,False,Agent,Cash,Property For Sale,Villas for Sale,17,Balcony,,,
950000.0,"https://www.google.com/maps/search/?api=1&query=32.762473,13.067472&zoom=15",Tripoli,Al-Zawiyah St,7,7,False,250.0,120.0,20.0,Eastern,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
150000.0,"https://www.google.com/maps/search/?api=1&query=32.826651,13.155836&zoom=15",Tripoli,Wild Life Rd,3,3,False,180.0,270.0,,Eastern,False,Landlord,Cash,Property For Sale,Homes for Sale,303030,Laundry Room,,,
1200000.0,"https://www.google.com/maps/search/?api=1&query=32.879221,13.170495&zoom=15",Tripoli,Ras Hassan,7,3,False,200.0,450.0,20.0,Northern,False,Agent,Cash,Property For Sale,Homes for Sale,0931109065,Balcony,,Staircase,
2000000.0,,Tripoli,Souq Al-Juma'a,7,7,False,650.0,350.0,0.0,Northeast,False,Agent,Cash,Property For Sale,Homes for Sale,2475,,,,
3000000.0,"https://www.google.com/maps/search/?api=1&query=32.885406,13.259748&zoom=15",Tripoli,Souq Al-Juma'a,7,7,False,750.0,500.0,,Western,False,Agent,Cash,Property For Sale,Homes for Sale,211,,,,
180000.0,,Tripoli,Ain Zara,7,7,False,830.0,640.0,0.0,,False,Agent,Cash,Property For Sale,Homes for Sale,150,,,,
120000.0,"https://www.google.com/maps/search/?api=1&query=32.774048,13.227643&zoom=15",Tripoli,Gorje,5,2,True,278.0,300.0,20.0,Southeast,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
320000.0,"https://www.google.com/maps/search/?api=1&query=32.850107,13.303934&zoom=15",Tripoli,Tajura,3,2,False,245.0,1000.0,1.0,Northeast,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,Garage Parking,
1550000.0,"https://www.google.com/maps/search/?api=1&query=32.851009,13.219975&zoom=15",Benghazi,Al-Matar St.,4,2,False,350.0,1000.0,10.0,Eastern,False,Agent,Cash,Property For Sale,Villas for Sale,,,,,
3800000.0,"https://www.google.com/maps/search/?api=1&query=32.113984,20.121437&zoom=15",Benghazi,Al Halis District,2,1,True,120.0,600.0,6.0,,False,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,,
9999999.0,"https://www.google.com/maps/search/?api=1&query=32.815392,13.289045&zoom=15",Tripoli,Al-Jabs,5,4,False,422.0,245.0,,,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
165000.0,"https://www.google.com/maps/search/?api=1&query=32.12133,20.106915&zoom=15",Tripoli,Tajura,3,2,False,300.0,900.0,10.0,Southwest,False,Agent,Cash,Property For Sale,Whole Building for Sale,,,,,Complete
500000.0,"https://www.google.com/maps/search/?api=1&query=32.664483,13.035116&zoom=15",Tripoli,Wild Life Rd,3,2,False,140.0,231.0,0.0,,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
111111110.0,,Tripoli,Al-Sabaa,4,4,False,291.0,189.0,,,False,Agent,Cash,Property For Sale,Villas for Sale,0912212727,Balcony,,,
1900000.0,"https://www.google.com/maps/search/?api=1&query=32.843339,13.264184&zoom=15",Tripoli,Ain Zara,3,2,True,180.0,250.0,6.0,,False,Agent,Cash,Property For Sale,Homes for Sale,,,,,
640000.0,"https://www.google.com/maps/search/?api=1&query=32.816667,13.266667&zoom=15",Tripoli,Al-Nofliyen,7,7,False,600.0,280.0,1.0,Northeast,False,Agent,Cash,Property For Sale,Villas for Sale,,,,,
470000.0,"https://www.google.com/maps/search/?api=1&query=32.875899,12.989047&zoom=15",Tripoli,Wadi Al-Rabi,4,3,False,230.0,3000.0,10.0,Western,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
4500000.0,"https://www.google.com/maps/search/?api=1&query=32.59742,13.185348&zoom=15",Tripoli,Ain Zara,3,2,True,120.0,290.0,0.0,Northern,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,Staircase,
285000.0,"https://www.google.com/maps/search/?api=1&query=32.494429,13.17087&zoom=15",Tripoli,Janzour,4,2,False,230.0,115.0,6.0,Northeast,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
285000.0,"https://www.google.com/maps/search/?api=1&query=32.723567,13.247916&zoom=15",Tripoli,Ain Zara,3,2,False,116.0,140.0,0.0,Northeast,False,Landlord,Cash,Property For Sale,Homes for Sale,,Double Glazed Windows,,,
1400000.0,,Misrata,Abbad,1,1,False,600.0,600.0,,,False,Landlord,Cash,Property For Sale,Villas for Sale,,,,,
270000.0,"https://www.google.com/maps/search/?api=1&query=32.895512,13.204318&zoom=15",Tripoli,Tajura,1,1,False,60.0,1200.0,0.0,,False,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,,
6045.0,"https://www.google.com/maps/search/?api=1&query=32.398718,15.077749&zoom=15",Benghazi,Sidi Khalifa,2,1,False,160.0,500.0,6.0,Northern,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
240000.0,"https://www.google.com/maps/search/?api=1&query=32.824187,13.408154&zoom=15",Benghazi,Al Nahr Road,7,7,False,250.0,500.0,6.0,Northern,False,Agent,Cash,Property For Sale,Villas for Sale,2233,,,,
11500000.0,,Zawiya,Other,7,7,False,400.0,700.0,20.0,Northeast,False,Landlord,Cash,Property For Sale,Homes for Sale,2357654~876,,,,
125000.0,"https://www.google.com/maps/search/?api=1&query=32.216301,15.093903&zoom=15",Tripoli,Ain Zara,3,2,True,160.0,430.0,1.0,,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
21111.0,"https://www.google.com/maps/search/?api=1&query=32.743931,12.709723&zoom=15",Benghazi,Sidi Faraj,4,1,True,125.0,420.0,1.0,Southern,False,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,,
370000.0,"https://www.google.com/maps/search/?api=1&query=32.584305,13.257864&zoom=15",Tripoli,Ain Zara,3,2,True,160.0,430.0,1.0,Northern,False,Landlord,Cash,Property For Sale,Homes for Sale,0926632471,,,,
300000.0,"https://www.google.com/maps/search/?api=1&query=32.036661,20.188245&zoom=15",Tripoli,Ain Zara,3,2,False,115.0,125.0,0.0,Eastern,False,Agent,Cash,Property For Sale,Homes for Sale,350,Double Glazed Windows,,,
700000.0,,Tripoli,Tajura,4,4,False,340.0,750.0,0.0,Southeast,False,Landlord,Cash,Property For Sale,Villas for Sale,,,,,
400000.0,"https://www.google.com/maps/search/?api=1&query=32.89073,13.202396&zoom=15",Tripoli,Al-Sidra,7,5,True,556.0,426.0,1.0,Southwest,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
4000000.0,"https://www.google.com/maps/search/?api=1&query=32.890308,13.347667&zoom=15",Tripoli,Ain Zara,2,2,False,135.0,165.0,0.0,Northern,False,Agent,Cash,Property For Sale,Homes for Sale,0912962107,Built in Wardrobes,,Garage Parking,
255000.0,"https://www.google.com/maps/search/?api=1&query=32.757159,13.253309&zoom=15",Tripoli,Al-Baesh,3,2,False,125.0,1000.0,,Southeast,False,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,Hospital,,
145000.0,"https://www.google.com/maps/search/?api=1&query=32.736468,13.183315&zoom=15",Tripoli,Wadi Al-Rabi,1,1,False,40.0,300.0,0.0,Northern,False,Landlord,Cash,Property For Sale,Homes for Sale,0911503434,,,,
125000.0,"https://www.google.com/maps/search/?api=1&query=32.678166,13.299274&zoom=15",Tripoli,Tajura,2,1,False,110.0,490.0,,Southern,True,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
10000.0,"https://www.google.com/maps/search/?api=1&query=32.819023,13.178743&zoom=15",Tripoli,Khallet Alforjan,3,2,False,144.0,170.0,1.0,Southern,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
155000.0,"https://www.google.com/maps/search/?api=1&query=32.83567,13.482533&zoom=15",Tripoli,Ain Zara,3,3,False,125.0,135.0,,Northeast,False,Landlord,Cash,Property For Sale,Homes for Sale,195الف,,,,
220000.0,"https://www.google.com/maps/search/?api=1&query=32.751766,13.196984&zoom=15",Tripoli,Khallet Alforjan,3,3,False,175.0,207.0,0.0,Northern,False,Agent,Cash,Property For Sale,Homes for Sale,,Balcony,,,
195000.0,"https://www.google.com/maps/search/?api=1&query=32.758842,13.259344&zoom=15",Tripoli,Salah Al-Din,7,2,False,356.0,560.0,6.0,,False,Agent,Cash,Property For Sale,Villas for Sale,2.250.000,,,Storage,
350000.0,"https://www.google.com/maps/search/?api=1&query=32.776722,13.236578&zoom=15",Tripoli,Al-Serraj,5,4,False,420.0,342.0,10.0,Northern,False,Landlord,Cash,Property For Sale,Villas for Sale,0914300411,,,,
2250000.0,"https://www.google.com/maps/search/?api=1&query=32.858013,13.197959&zoom=15",Tripoli,Ain Zara,4,4,False,165.0,190.0,,Northeast,False,Agent,Cash,Property For Sale,Homes for Sale,,,,,
99990.0,"https://www.google.com/maps/search/?api=1&query=32.806431,13.089348&zoom=15",Tripoli,Ain Zara,4,2,True,150.0,245.0,,,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,Broadband Internet,
325000.0,"https://www.google.com/maps/search/?api=1&query=32.790144,13.284649&zoom=15",Tripoli,Al-Sabaa,3,2,False,1000.0,1600.0,20.0,Northern,False,Agent,Cash,Property For Sale,Whole Building for Sale,90,,,,Complete
450000.0,"https://www.google.com/maps/search/?api=1&query=32.781715,13.28841&zoom=15",Tripoli,Al-Sabaa,2,2,False,150.0,500.0,10.0,Northern,False,Agent,Cash,Property For Sale,Homes for Sale,080,Air Conditioning,,,
6000000.0,"https://www.google.com/maps/search/?api=1&query=32.866356,13.278349&zoom=15",Tripoli,Al-Serraj,3,2,False,1200.0,455.0,6.0,Eastern,False,Agent,Cash,Property For Sale,Whole Building for Sale,001,,,,Complete
1300000.0,,Tripoli,Sidi Khalifa,7,2,False,200.0,120.0,20.0,Northern,False,Agent,Cash,Property For Sale,Homes for Sale,005,Balcony,,,
4500000.0,,Jebel Akhdar,Cyrene,7,4,True,550.0,1150.0,1.0,Northwest,False,Landlord,Cash,Property For Sale,Villas for Sale,,,,,
700000.0,"https://www.google.com/maps/search/?api=1&query=32.872826,13.181509&zoom=15",Tripoli,Al-Mansoura,7,4,False,600.0,578.0,20.0,Northern,False,Agent,Cash,Property For Sale,Homes for Sale,066,,,,
1300000.0,"https://www.google.com/maps/search/?api=1&query=32.800491,21.859108&zoom=15",Tripoli,Wadi Al-Rabi,2,2,False,75.0,300.0,1.0,Northwest,False,Landlord,Cash,Property For Sale,Villas for Sale,,Private Pool,,,
3500000.0,,Tripoli,Ain Zara,7,5,False,700.0,720.0,6.0,Eastern,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
160000.0,"https://www.google.com/maps/search/?api=1&query=32.816667,13.266667&zoom=15",Tripoli,Other,2,2,True,20000.0,2000.0,1.0,Northern,False,Agent,Cash,Property For Sale,Farms & Chalets for Sale,,,,Garage Parking,
2500000.0,,Tripoli,Ain Zara,7,4,False,360.0,500.0,1.0,Northern,False,Landlord,Cash,Property For Sale,Homes for Sale,,Underfloor Heating,,Elevator,
550000.0,"https://www.google.com/maps/search/?api=1&query=32.786678,13.268198&zoom=15",Tripoli,Tajura,3,2,False,155.0,647.0,1.0,Northern,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
215000.0,,Tripoli,Al-Hadba Al-Khadra,3,3,False,117.0,117.0,1.0,Northeast,False,Landlord,Cash,Property For Sale,Homes for Sale,,,,,
26000.0,"https://www.google.com/maps/search/?api=1&query=32.728004,13.483517&zoom=15",Benghazi,Al-Hijaz st.,7,4,False,250.0,500.0,20.0,Western,False,Landlord,Cash,Property For Sale,Villas for Sale,206,,,,
600000.0,,Tripoli,Tareeq Al-Mashtal,7,7,False,700.0,376.0,,Western,False,Landlord,Cash,Property For Sale,Villas for Sale,127091,,,,
1900000.0,"https://www.google.com/maps/search/?api=1&query=32.825031,13.27821&zoom=15",Tripoli,Ain Zara,4,3,False,240.0,150.0,0.0,Eastern,False,Agent,Cash,Property For Sale,Homes for Sale,390,,,,
290000.0,"https://www.google.com/maps/search/?api=1&query=32.816395,13.122108&zoom=15",Tripoli,Tajura,1,1,False,1.0,630.0,,,False,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,,
24999.0,"https://www.google.com/maps/search/?api=1&query=32.874584,13.246738&zoom=15",Tripoli,Ghut Shaal,4,1,False,140.0,160.0,6.0,Northern,False,Agent,Cash,Property For Sale,Homes for Sale,,,,,
12999.0,"https://www.google.com/maps/search/?api=1&query=32.874584,13.246738&zoom=15",Tripoli,Al-Sabaa,7,3,True,212.0,212.0,20.0,Northern,False,Landlord,Cash,Property For Sale,Villas for Sale,,,,,
450000.0,"https://www.google.com/maps/search/?api=1&query=32.081991,20.084618&zoom=15",Tripoli,Al-Kremiah,3,3,True,200.0,444.0,0.0,Northern,False,Landlord,Cash,Property For Sale,Farms & Chalets for Sale,,,,,
1250000.0,,Tripoli,Al-Mashtal Rd,7,7,False,240.0,1000.0,10.0,Northern,False,Landlord,Cash,Property For Sale,Homes for Sale,,Balcony,,Garden,
