price,city,neighborhood,bedrooms,bathrooms,furnished?,surface_area,building_age,facade,property_mortgaged?,lister_type,subcategory,latitude,longitude
180000.0,Tripoli,Al Nasr St,3.0,2.0,False,160.0,20.0,Unknown,False,Agent,Apartments for Sale,32.219662,20.187523
870000.0,Benghazi,Al-Majouri,3.0,1.0,False,150.0,1.0,Northeast,False,Agent,Apartments for Sale,32.886757,13.183507
650000.0,Tripoli,Al-Serraj,4.0,2.0,False,140.0,0.0,Eastern,False,Landlord,Apartments for Sale,32.768856,13.335288
295000.0,Benghazi,Al Nahr Road,3.0,3.0,False,200.0,0.0,Northeast,False,Agent,Apartments for Sale,32.788258,13.077653
175000.0,Benghazi,Bohdema,3.0,1.0,False,135.0,0.0,Unknown,False,Agent,Apartments for Sale,32.675659,13.120444
350000.0,Tripoli,Al-Serraj,4.0,3.0,False,190.0,0.0,Eastern,False,Agent,Apartments for Sale,31.900473,14.870237
200000.0,Tripoli,Al-Serraj,3.0,2.0,True,200.0,1.0,Northeast,False,Landlord,Apartments for Sale,32.798492,13.230354
350000.0,Tripoli,Tajura,2.0,1.0,False,100.0,1.0,Northern,False,Landlord,Apartments for Sale,32.774787,13.282358
700000.0,Tripoli,Gorje,2.0,2.0,False,150.0,10.0,Eastern,False,Agent,Apartments for Sale,32.86515,13.198338
250000.0,Tripoli,Old Soar Road,4.0,2.0,False,160.0,0.0,Southern,False,Agent,Apartments for Sale,32.863423,13.097744
1100000.0,Tripoli,Al-Serraj,3.0,2.0,False,155.0,0.0,Unknown,False,Landlord,Apartments for Sale,32.824888,13.377906
400000.0,Tripoli,Qasr Bin Ghashir,4.0,2.0,False,200.0,10.0,Southeast,False,Landlord,Apartments for Sale,32.86578,13.126895
250000.0,Tripoli,Zawiyat Al Dahmani,4.0,3.0,False,240.0,1.0,Northeast,False,Agent,Apartments for Sale,32.812773,13.354543
500000.0,Tripoli,Al-Serraj,4.0,3.0,False,160.0,1.0,Western,False,Landlord,Apartments for Sale,32.064637,20.127049
400000.0,Tripoli,Airport Road,7.0,3.0,False,220.0,10.0,Northern,False,Landlord,Apartments for Sale,32.733391,13.012979
425000.0,Tripoli,Tajura,4.0,2.0,True,185.0,0.0,Northern,False,Agent,Apartments for Sale,32.804757,13.083527
780000.0,Tripoli,Al-Shok Rd,3.0,2.0,False,150.0,0.0,Eastern,False,Landlord,Apartments for Sale,32.707444,13.16207
175000.0,Tripoli,Edraibi,4.0,2.0,False,170.0,1.0,Northwest,False,Agent,Apartments for Sale,32.666443,13.111652
195000.0,Tripoli,Al-Ghasi,1.0,1.0,True,100.0,0.0,Northern,False,Agent,Apartments for Sale,32.666254,13.26022
1130000.0,Tripoli,Al-Serraj,3.0,2.0,False,115.0,0.0,Eastern,False,Landlord,Apartments for Sale,32.093371,20.138224
445000.0,Tripoli,Haiti St,3.0,1.0,False,130.0,20.0,Northeast,False,Agent,Apartments for Sale,32.893192,13.37231
180000.0,Benghazi,Ruweisat,3.0,2.0,True,150.0,10.0,Western,False,Landlord,Apartments for Sale,32.5084,12.952947
220000.0,Tripoli,Mizran St,2.0,1.0,True,90.0,10.0,Western,False,Landlord,Apartments for Sale,32.793247,13.212169
999999.0,Tripoli,Salah Al-Din,3.0,3.0,False,165.0,1.0,Southern,False,Landlord,Apartments for Sale,32.574129,13.271798
325000.0,Tripoli,Al Dahra,3.0,1.0,False,135.0,10.0,Southeast,False,Agent,Apartments for Sale,32.825473,13.204111
430000.0,Tripoli,Al-Baesh,3.0,2.0,False,160.0,20.0,Southeast,False,Landlord,Apartments for Sale,32.844385,13.126871
999999.0,Tripoli,Al-Serraj,3.0,2.0,False,165.0,1.0,Northern,False,Landlord,Apartments for Sale,32.788971,13.353794
900000.0,Tripoli,Alfornaj,3.0,1.0,False,100.0,10.0,Northern,False,Landlord,Apartments for Sale,32.793624,13.086446
240000.0,Tripoli,Al-Serraj,4.0,3.0,False,180.0,0.0,Eastern,False,Agent,Apartments for Sale,32.844186,13.237216
850000.0,Tripoli,Al-Serraj,2.0,1.0,False,90.0,0.0,Northeast,False,Agent,Apartments for Sale,32.85371,13.23876
265000.0,Tripoli,Abu Saleem,3.0,2.0,False,120.0,1.0,Eastern,False,Landlord,Apartments for Sale,32.797089,13.088934
355000.0,Benghazi,Al-Zaiton District,3.0,3.0,False,220.0,10.0,Unknown,False,Landlord,Apartments for Sale,32.805105,13.303174
350000.0,Tripoli,Al-Serraj,3.0,2.0,False,150.0,0.0,Southern,False,Landlord,Apartments for Sale,32.085754,20.086342
900000.0,Tripoli,Omar Al-Mukhtar Rd,3.0,1.0,False,100.0,6.0,Northern,True,Agent,Apartments for Sale,29.848061,12.974485
999999.0,Tripoli,Al-Hani,5.0,2.0,False,180.0,10.0,Northwest,False,Landlord,Apartments for Sale,32.834829,13.381749
1300000.0,Tripoli,Bab Bin Ghashier,3.0,3.0,True,200.0,0.0,Western,False,Agent,Apartments for Sale,32.827942,13.381835
1150000.0,Tripoli,Al-Jamahirriyah St,4.0,1.0,True,170.0,10.0,Unknown,False,Landlord,Apartments for Sale,32.798798,13.03726
430000.0,Tripoli,Al-Serraj,4.0,3.0,True,200.0,1.0,Northern,False,Agent,Apartments for Sale,32.710152,13.17502
300000.0,Tripoli,Khalatat St,3.0,1.0,False,100.0,1.0,Northern,False,Landlord,Apartments for Sale,32.806057,13.272032
700000.0,Tripoli,Al-Serraj,1.0,1.0,False,70.0,0.0,Northern,False,Landlord,Apartments for Sale,32.734731,13.143703
270000.0,Tripoli,Al-Serraj,3.0,2.0,False,195.0,0.0,Eastern,False,Landlord,Apartments for Sale,32.821907,13.076027
677062.0,Tripoli,Al-Jabs,4.0,3.0,False,200.0,1.0,Unknown,False,Landlord,Apartments for Sale,32.513676,13.298787
210000.0,Tripoli,Al-Sidra,4.0,3.0,False,220.0,1.0,Eastern,False,Landlord,Apartments for Sale,32.845322,13.237057
1500000.0,Tripoli,Abu Saleem,4.0,2.0,True,185.0,20.0,Northeast,False,Landlord,Apartments for Sale,32.78627,13.317599
160000.0,Benghazi,Al-Sayeda A'esha,3.0,2.0,False,195.0,6.0,Western,False,Landlord,Apartments for Sale,32.850731,13.239476
350000.0,Tripoli,Janzour,2.0,2.0,False,185.0,10.0,Western,False,Landlord,Apartments for Sale,32.706184,13.203464
300000.0,Tripoli,Al-Serraj,3.0,3.0,False,165.0,0.0,Eastern,False,Agent,Apartments for Sale,32.789112,13.021667
1000000.0,Tripoli,Abu Saleem,3.0,2.0,True,180.0,10.0,Northwest,False,Landlord,Apartments for Sale,32.818981,13.489901
550000.0,Tripoli,Airport Road,2.0,2.0,False,139.0,6.0,Unknown,False,Landlord,Apartments for Sale,32.816666,13.266667
999999.0,Tripoli,Salah Al-Din,3.0,2.0,False,140.0,10.0,Northern,False,Landlord,Apartments for Sale,32.850105,13.303934
355000.0,Tripoli,Al-Serraj,3.0,3.0,False,130.0,0.0,Unknown,False,Landlord,Apartments for Sale,32.710779,13.008624
550000.0,Tripoli,Abu Saleem,2.0,2.0,False,130.0,1.0,Northern,False,Agent,Apartments for Sale,32.813774,13.321369
350000.0,Tripoli,Al Dahra,3.0,2.0,False,175.0,20.0,Unknown,False,Landlord,Apartments for Sale,32.776035,13.320095
380000.0,Tripoli,Khallet Alforjan,4.0,2.0,False,170.0,0.0,Northeast,False,Landlord,Apartments for Sale,32.772789,13.319463
750000.0,Tripoli,Al-Sidra,4.0,2.0,False,130.0,1.0,Southwest,False,Landlord,Apartments for Sale,32.811197,13.176695
350000.0,Benghazi,Shabna,3.0,2.0,False,140.0,3.5,Northwest,False,Agent,Apartments for Sale,32.752134,13.284008
215000.0,Tripoli,Abu Naw'was,4.0,1.0,False,180.0,20.0,Eastern,False,Landlord,Apartments for Sale,32.198179,15.103913
370000.0,Tripoli,Alfornaj,1.0,1.0,False,100.0,10.0,Eastern,False,Landlord,Apartments for Sale,32.056017,20.122069
1011111.0,Tripoli,Tajura,4.0,2.0,True,150.0,6.0,Southeast,False,Landlord,Apartments for Sale,32.787292,13.106389
850000.0,Tripoli,Al-Serraj,3.0,3.0,False,162.0,0.0,Northern,False,Landlord,Apartments for Sale,32.054704,20.119411
250000.0,Benghazi,Keesh,4.0,2.0,False,150.0,20.0,Northeast,False,Agent,Apartments for Sale,32.807122,13.055716
850000.0,Benghazi,Shabna,3.0,2.0,False,140.0,3.5,Northeast,False,Agent,Apartments for Sale,32.81411,13.302146
450000.0,Tripoli,Khallet Alforjan,3.0,2.0,False,130.0,1.0,Northeast,False,Landlord,Apartments for Sale,31.646055,12.812219
400000.0,Tripoli,Al-Zawiyah St,2.0,1.0,True,70.0,10.0,Western,False,Landlord,Apartments for Sale,32.880157,13.183019
1250000.0,Tripoli,Al-Serraj,3.0,3.0,False,170.0,0.0,Unknown,False,Agent,Apartments for Sale,32.846348,13.11648
850000.0,Tripoli,Alfornaj,3.0,2.0,True,140.0,20.0,Southeast,False,Landlord,Apartments for Sale,32.844723,13.185718
400000.0,Benghazi,Downtown,3.0,2.0,False,150.0,10.0,Northwest,False,Agent,Apartments for Sale,32.761103,13.211379
1300000.0,Tripoli,Khalatat St,4.0,2.0,False,160.0,6.0,Unknown,False,Landlord,Apartments for Sale,32.827942,13.381835
150000.0,Zawiya,Western Zawiya,1.0,1.0,False,120.0,20.0,Unknown,False,Landlord,Apartments for Sale,32.109896,20.071985
360000.0,Benghazi,Al-Sayeda A'esha,3.0,3.0,False,200.0,1.0,Northern,False,Agent,Apartments for Sale,32.859199,13.129345
370000.0,Tripoli,Other,2.0,2.0,False,200.0,1.0,Western,False,Agent,Apartments for Sale,32.426123,13.223418
250000.0,Tripoli,Al-Sidra,2.0,2.0,False,140.0,1.0,Eastern,False,Landlord,Apartments for Sale,32.294651,14.855191
320000.0,Tripoli,Al-Sidra,2.0,1.0,False,130.0,0.0,Northern,False,Agent,Apartments for Sale,32.812263,13.059187
235000.0,Tripoli,Al Dahra,3.0,1.0,True,165.0,20.0,Unknown,False,Landlord,Apartments for Sale,32.818249,13.115217
750000.0,Tripoli,Al-Serraj,3.0,2.0,False,130.0,0.0,Northeast,False,Landlord,Apartments for Sale,32.92083,13.382512
350000.0,Tripoli,Al-Hadba Al-Khadra,2.0,1.0,False,120.0,10.0,Western,False,Agent,Apartments for Sale,32.842899,13.191338
290000.0,Tripoli,Ghut Shaal,3.0,2.0,False,180.0,10.0,Western,False,Landlord,Apartments for Sale,32.436146,13.718174
260000.0,Tripoli,Bab Al-Azizia,2.0,2.0,False,120.0,1.0,Eastern,False,Landlord,Apartments for Sale,32.873573,13.38707
450000.0,Tripoli,Al-Serraj,3.0,2.0,False,150.0,0.0,Western,False,Agent,Apartments for Sale,32.86805,13.173559
725000.0,Tripoli,Tajura,2.0,2.0,False,135.0,20.0,Northern,False,Landlord,Apartments for Sale,32.861355,13.330465
350000.0,Tripoli,Hay Al-Islami,3.0,2.0,False,130.0,20.0,Northeast,False,Landlord,Apartments for Sale,32.807171,13.230281
285000.0,Tripoli,Souq Al-Juma'a,4.0,2.0,False,220.0,0.0,Northern,False,Agent,Apartments for Sale,32.806892,13.474351
750000.0,Tripoli,Al-Serraj,3.0,2.0,False,120.0,0.0,Western,False,Agent,Apartments for Sale,32.828285,13.243547
750000.0,Misrata,Other,4.0,2.0,False,150.0,20.0,Unknown,False,Landlord,Apartments for Sale,32.775772,12.992642
700000.0,Tripoli,Bin Ashour,3.0,2.0,True,165.0,6.0,Unknown,False,Agent,Apartments for Sale,32.9184,13.031747
975000.0,Benghazi,Venice,3.0,3.0,False,180.0,1.0,Unknown,False,Agent,Apartments for Sale,32.881985,13.19399
310000.0,Tripoli,Zawiyat Al Dahmani,3.0,1.0,False,100.0,20.0,Northern,False,Agent,Apartments for Sale,32.783329,13.263978
1050000.0,Tripoli,Al-Sabaa,4.0,3.0,False,210.0,6.0,Eastern,False,Landlord,Apartments for Sale,32.860437,13.329545
725000.0,Benghazi,Al Hawary,3.0,2.0,False,105.0,0.0,Eastern,False,Landlord,Apartments for Sale,32.778309,13.264442
1250000.0,Tripoli,Al-Serraj,3.0,2.0,False,135.0,0.0,Northern,False,Landlord,Apartments for Sale,32.820819,13.08826
950000.0,Benghazi,Al-Sayeda A'esha,3.0,2.0,False,145.0,0.0,Western,False,Agent,Apartments for Sale,32.76852,13.129819
800000.0,Tripoli,Hay Al-Islami,4.0,2.0,False,125.0,10.0,Northern,False,Landlord,Apartments for Sale,32.881969,13.356048
270000.0,Tripoli,Al-Kremiah,3.0,2.0,False,120.0,6.0,Unknown,False,Landlord,Apartments for Sale,32.850826,13.124604
1300000.0,Al Khums,Other,3.0,2.0,False,250.0,6.0,Northern,False,Agent,Apartments for Sale,32.926159,13.097222
900000.0,Benghazi,Qar Yunis,2.0,2.0,False,110.0,6.0,Unknown,False,Landlord,Apartments for Sale,32.842465,13.189636
1300000.0,Tripoli,Ain Zara,3.0,2.0,False,125.0,1.0,Southern,False,Landlord,Apartments for Sale,32.894203,13.23655
650000.0,Tripoli,Bab Bin Ghashier,3.0,2.0,False,130.0,20.0,Northwest,False,Landlord,Apartments for Sale,32.816666,13.266667
440000.0,Benghazi,Venice,3.0,2.0,False,160.0,1.0,Unknown,False,Agent,Apartments for Sale,32.079136,20.122528
400000.0,Tripoli,Al-Sidra,4.0,2.0,False,195.0,1.0,Southwest,False,Agent,Apartments for Sale,32.816666,13.266667
180000.0,Benghazi,Keesh,3.0,2.0,True,180.0,20.0,Unknown,False,Landlord,Apartments for Sale,32.271866,14.869221
1111110.0,Tripoli,Zawiyat Al Dahmani,3.0,1.0,False,130.0,10.0,Unknown,False,Landlord,Apartments for Sale,32.866493,13.367401
450000.0,Tripoli,Zawiyat Al Dahmani,4.0,3.0,True,120.0,1.0,Southern,False,Agent,Apartments for Sale,32.876376,13.205731
850000.0,Tripoli,Tareeq Al-Mashtal,3.0,1.0,False,200.0,0.0,Northeast,False,Agent,Apartments for Sale,32.8936,13.204016
500000.0,Tripoli,Al-Serraj,2.0,2.0,False,90.0,0.0,Western,False,Agent,Apartments for Sale,31.974344,20.170803
225000.0,Tripoli,Zawiyat Al Dahmani,4.0,3.0,False,200.0,1.0,Unknown,False,Agent,Apartments for Sale,32.807936,13.063811
1150000.0,Tripoli,Zawiyat Al Dahmani,4.0,3.0,False,200.0,10.0,Unknown,False,Agent,Apartments for Sale,32.895504,13.211366
290000.0,Benghazi,Venice,4.0,2.0,False,155.0,20.0,Eastern,False,Agent,Apartments for Sale,32.763538,13.181585
500000.0,Tripoli,Hay Al-Islami,4.0,2.0,False,170.0,10.0,Northwest,False,Landlord,Apartments for Sale,32.07647,20.063517
280000.0,Tripoli,Khalatat St,3.0,2.0,False,130.0,0.0,Unknown,True,Landlord,Apartments for Sale,32.702995,13.026418
695000.0,Tripoli,Ain Zara,4.0,3.0,False,180.0,0.0,Northern,False,Agent,Apartments for Sale,32.482415,13.377253
999999.0,Tripoli,Al-Serraj,4.0,3.0,False,161.0,0.0,Eastern,False,Agent,Apartments for Sale,32.881477,13.231646
350000.0,Tripoli,Al-Serraj,3.0,2.0,False,150.0,0.0,Western,False,Landlord,Apartments for Sale,32.117531,20.066382
300000.0,Tripoli,Other,2.0,2.0,False,120.0,20.0,Eastern,False,Landlord,Apartments for Sale,32.779228,13.074129
700000.0,Tripoli,That Al-Emad,3.0,1.0,True,140.0,20.0,Northern,False,Landlord,Apartments for Sale,32.783245,13.367493
200000.0,Tripoli,Khalatat St,2.0,1.0,False,128.0,1.0,Western,False,Agent,Apartments for Sale,32.222126,20.18819
320000.0,Tripoli,Khalatat St,4.0,2.0,True,150.0,0.0,Eastern,False,Landlord,Apartments for Sale,32.847054,13.214539
400000.0,Tripoli,Bin Ashour,3.0,1.0,False,150.0,6.0,Northwest,False,Agent,Apartments for Sale,32.201127,20.170041
700000.0,Benghazi,Sidi Husain,3.0,1.0,True,90.0,20.0,Western,False,Agent,Apartments for Sale,32.882227,13.264333
500000.0,Benghazi,Al-Salam,2.0,1.0,True,95.0,6.0,Unknown,False,Landlord,Apartments for Sale,32.590432,13.232707
1150000.0,Tripoli,Salah Al-Din,3.0,3.0,False,165.0,1.0,Unknown,False,Landlord,Apartments for Sale,32.796684,13.082238
360000.0,Tripoli,Bab Bin Ghashier,3.0,3.0,True,190.0,0.0,Northern,False,Agent,Apartments for Sale,32.849102,13.148837
1425000.0,Tripoli,Souq Al-Juma'a,3.0,2.0,True,140.0,10.0,Unknown,False,Landlord,Apartments for Sale,32.871056,13.193501
500000.0,Tripoli,Al-Serraj,3.0,2.0,False,110.0,0.0,Western,False,Landlord,Apartments for Sale,32.89266,13.190845
1250000.0,Ajdabiya,Other,3.0,2.0,False,220.0,6.0,Unknown,False,Agent,Apartments for Sale,32.86521,13.186232
150000.0,Tripoli,Hay Al-Islami,3.0,1.0,True,170.0,20.0,Northern,False,Landlord,Apartments for Sale,32.001688,20.111762
510000.0,Tripoli,Zawiyat Al Dahmani,4.0,2.0,False,145.0,20.0,Northern,False,Landlord,Apartments for Sale,32.785168,13.288426
770000.0,Tripoli,Khalatat St,3.0,2.0,False,130.0,1.0,Northern,False,Landlord,Apartments for Sale,32.009987,20.038364
230000.0,Benghazi,Al-Sayeda A'esha,4.0,2.0,False,160.0,0.0,Eastern,False,Landlord,Apartments for Sale,32.78106,13.07882
1000000.0,Tripoli,Airport Road,2.0,2.0,False,135.0,1.0,Northwest,False,Agent,Apartments for Sale,32.151569,13.013551
850000.0,Tripoli,Souq Al-Juma'a,4.0,3.0,True,175.0,1.0,Northeast,False,Landlord,Apartments for Sale,32.716644,14.066805
270000.0,Tripoli,Zawiyat Al Dahmani,4.0,2.0,False,155.0,10.0,Northern,False,Agent,Apartments for Sale,32.841558,13.078059
900000.0,Tripoli,Ain Zara,4.0,3.0,False,195.0,10.0,Western,False,Agent,Apartments for Sale,32.795757,13.09823
1000000.0,Benghazi,Al-Berka,2.0,2.0,False,150.0,20.0,Northeast,False,Landlord,Apartments for Sale,32.799486,13.229246
424444.0,Tripoli,Souq Al-Juma'a,4.0,2.0,False,175.0,0.0,Eastern,False,Agent,Apartments for Sale,32.385475,14.986122
919555.0,Tripoli,Salah Al-Din,4.0,3.0,False,165.0,1.0,Northern,False,Landlord,Apartments for Sale,32.83297,13.23951
550000.0,Tripoli,Bin Ashour,4.0,2.0,False,190.0,20.0,Northern,False,Agent,Apartments for Sale,32.874184,13.181682
325000.0,Tripoli,Al-Serraj,3.0,3.0,False,150.0,0.0,Northern,False,Agent,Apartments for Sale,32.052788,20.057133
230000.0,Benghazi,Al Hawary,2.0,2.0,False,105.0,0.0,Unknown,False,Landlord,Apartments for Sale,32.812926,13.093776
550000.0,Tripoli,Shawqy St,4.0,2.0,True,175.0,20.0,Northern,False,Agent,Apartments for Sale,32.782207,13.264551
165000.0,Tripoli,Janzour,2.0,2.0,False,120.0,0.0,Western,False,Landlord,Apartments for Sale,32.795265,13.31903
300000.0,Misrata,Other,3.0,2.0,True,240.0,20.0,Southeast,False,Landlord,Apartments for Sale,32.196037,15.09568
200000.0,Tripoli,Abu Saleem,3.0,2.0,False,120.0,1.0,Western,True,Landlord,Apartments for Sale,32.372772,15.069069
970000.0,Tripoli,Al-Serraj,3.0,2.0,False,183.0,0.0,Southeast,False,Landlord,Apartments for Sale,32.75057,13.139768
450000.0,Benghazi,Qar Yunis,2.0,1.0,False,120.0,1.0,Eastern,False,Landlord,Apartments for Sale,32.829285,13.102837
1200000.0,Tripoli,Gorje,4.0,3.0,False,140.0,1.0,Northwest,False,Landlord,Apartments for Sale,32.849228,13.179183
750000.0,Tripoli,Bin Ashour,3.0,2.0,True,165.0,6.0,Unknown,False,Agent,Apartments for Sale,32.816239,13.179727
750000.0,Tripoli,Gorje,4.0,1.0,False,190.0,20.0,Western,False,Landlord,Apartments for Sale,32.862869,13.327659
500000.0,Tripoli,Tajura,2.0,2.0,True,150.0,6.0,Northeast,True,Landlord,Apartments for Sale,32.871208,13.146643
150000.0,Tripoli,Ain Zara,5.0,2.0,False,220.0,1.0,Unknown,False,Agent,Apartments for Sale,32.752491,13.206447
240000.0,Tripoli,Other,2.0,2.0,False,200.0,6.0,Unknown,True,Landlord,Apartments for Sale,32.80809,13.061817
350000.0,Tripoli,Other,2.0,2.0,False,220.0,6.0,Unknown,True,Landlord,Apartments for Sale,32.812683,13.101152
600000.0,Tripoli,Khalatat St,3.0,2.0,True,133.0,1.0,Southwest,False,Agent,Apartments for Sale,32.717393,13.366133
1150000.0,Tripoli,Ain Zara,3.0,3.0,False,183.0,0.0,Unknown,False,Agent,Apartments for Sale,32.673702,13.245773
800000.0,Tripoli,Al-Shok Rd,3.0,2.0,False,102.0,1.0,Southeast,False,Landlord,Apartments for Sale,32.811576,13.090441
660000.0,Tripoli,Ain Zara,3.0,2.0,False,140.0,0.0,Unknown,False,Landlord,Apartments for Sale,32.73774,12.982059
370000.0,Benghazi,Qar Yunis,3.0,2.0,False,160.0,10.0,Unknown,True,Agent,Apartments for Sale,32.711002,13.353189
1500000.0,Tripoli,Al-Zawiyah St,2.0,1.0,True,145.0,10.0,Southeast,False,Landlord,Apartments for Sale,32.861202,13.331961
550000.0,Tripoli,Hay Al-Islami,3.0,2.0,False,120.0,10.0,Unknown,False,Agent,Apartments for Sale,32.865334,13.204986
250000.0,Tripoli,Souq Al-Juma'a,7.0,5.0,False,240.0,1.0,Northeast,False,Agent,Apartments for Sale,32.821906,13.076027
950000.0,Tripoli,Zawiyat Al Dahmani,4.0,3.0,False,180.0,0.0,Southern,False,Landlord,Apartments for Sale,32.089973,20.083809
165000.0,Tripoli,Shawqy St,3.0,1.0,False,110.0,20.0,Northeast,False,Landlord,Apartments for Sale,32.260799,13.035595
350000.0,Tripoli,Al-Serraj,3.0,2.0,False,130.0,0.0,Unknown,False,Landlord,Apartments for Sale,32.889606,13.382922
230000.0,Tripoli,Al-Bivio,3.0,2.0,True,160.0,1.0,Unknown,False,Landlord,Apartments for Sale,32.847797,13.115838
190000.0,Tripoli,Al-Serraj,3.0,2.0,False,140.0,0.0,Unknown,False,Landlord,Apartments for Sale,32.759675,13.090383
320000.0,Tripoli,Al-Sidra,3.0,2.0,False,135.0,1.0,Northern,False,Landlord,Apartments for Sale,32.837677,13.290431
800000.0,Tripoli,Ain Zara,3.0,2.0,False,135.0,1.0,Northeast,False,Landlord,Apartments for Sale,32.715256,13.200773
500000.0,Tripoli,Al-Sareem,3.0,1.0,False,135.0,10.0,Unknown,False,Landlord,Apartments for Sale,32.76046,13.373535
700000.0,Sabratha,Other,3.0,2.0,False,165.0,6.0,Northeast,False,Landlord,Apartments for Sale,32.012854,20.062216
990000.0,Tripoli,Al-Zawiyah St,1.0,1.0,True,250.0,10.0,Unknown,False,Agent,Apartments for Sale,32.897636,13.299378
